@relation 'acciones'
@attribute 'accion' { 'luz', 'calefaccion', 'aire-acondicionado', 'planchado', 'secado'}
@attribute 'estancia' {'salon', 'cocina', 'dormitorio_principal', 'pasillo', 'dormitorio_secundario' }
@attribute 'tiempo' numeric
@attribute 'tarifa' numeric
@attribute 'usuario' {'u1','u2','u3','u4'}
@data
'secado','salon',20,0.139,'u1'
'calefaccion','cocina',37,0.139,'u1'
'secado','dormitorio_principal',81,0.139,'u1'
'secado','pasillo',92,0.099,'u1'
'planchado','salon',99,0.139,'u1'
'planchado','salon',24,0.099,'u1'
'planchado','dormitorio_principal',54,0.139,'u1'
'secado','dormitorio_secundario',50,0.139,'u1'
'luz','pasillo',26,0.099,'u1'
'planchado','dormitorio_secundario',56,0.15,'u1'
'calefaccion','dormitorio_secundario',51,0.15,'u1'
'planchado','dormitorio_secundario',95,0.139,'u1'
'luz','pasillo',49,0.139,'u1'
'secado','pasillo',45,0.139,'u1'
'luz','dormitorio_secundario',39,0.139,'u1'
'planchado','dormitorio_principal',68,0.15,'u1'
'secado','salon',89,0.15,'u1'
'secado','pasillo',106,0.15,'u1'
'luz','salon',71,0.15,'u1'
'planchado','dormitorio_principal',7,0.139,'u1'
'luz','dormitorio_principal',112,0.139,'u1'
'calefaccion','dormitorio_secundario',3,0.099,'u1'
'luz','pasillo',8,0.139,'u1'
'planchado','salon',45,0.139,'u1'
'planchado','dormitorio_secundario',70,0.099,'u1'
'calefaccion','dormitorio_principal',26,0.139,'u1'
'luz','dormitorio_secundario',120,0.099,'u1'
'calefaccion','cocina',73,0.15,'u1'
'planchado','dormitorio_secundario',80,0.15,'u1'
'planchado','dormitorio_secundario',50,0.15,'u1'
'planchado','dormitorio_secundario',31,0.15,'u1'
'calefaccion','dormitorio_principal',9,0.15,'u1'
'luz','dormitorio_principal',35,0.139,'u1'
'calefaccion','dormitorio_secundario',5,0.099,'u1'
'secado','cocina',92,0.15,'u1'
'planchado','pasillo',39,0.099,'u1'
'secado','dormitorio_secundario',44,0.099,'u1'
'luz','dormitorio_secundario',29,0.099,'u1'
'calefaccion','salon',15,0.139,'u1'
'calefaccion','dormitorio_principal',25,0.099,'u1'
'calefaccion','dormitorio_secundario',96,0.139,'u1'
'luz','pasillo',27,0.099,'u1'
'secado','cocina',112,0.099,'u1'
'secado','dormitorio_principal',29,0.139,'u1'
'secado','dormitorio_secundario',52,0.099,'u1'
'luz','dormitorio_secundario',117,0.099,'u1'
'secado','salon',66,0.15,'u1'
'secado','salon',8,0.139,'u1'
'planchado','dormitorio_secundario',13,0.15,'u1'
'calefaccion','dormitorio_principal',90,0.099,'u1'
'calefaccion','salon',73,0.15,'u1'
'luz','salon',58,0.099,'u1'
'calefaccion','dormitorio_principal',41,0.139,'u1'
'calefaccion','cocina',53,0.139,'u1'
'calefaccion','dormitorio_principal',70,0.139,'u1'
'calefaccion','cocina',63,0.15,'u1'
'secado','dormitorio_secundario',63,0.15,'u1'
'secado','dormitorio_secundario',58,0.099,'u1'
'luz','pasillo',22,0.15,'u1'
'secado','salon',59,0.139,'u1'
'luz','dormitorio_secundario',97,0.139,'u1'
'secado','cocina',78,0.099,'u1'
'planchado','dormitorio_secundario',109,0.139,'u1'
'secado','salon',31,0.139,'u1'
'luz','dormitorio_principal',80,0.099,'u1'
'planchado','salon',2,0.099,'u1'
'luz','dormitorio_secundario',119,0.139,'u1'
'luz','dormitorio_principal',115,0.099,'u1'
'luz','dormitorio_secundario',29,0.15,'u1'
'planchado','dormitorio_secundario',78,0.099,'u1'
'secado','dormitorio_principal',71,0.099,'u1'
'secado','dormitorio_secundario',30,0.139,'u1'
'luz','salon',49,0.099,'u1'
'planchado','cocina',48,0.099,'u1'
'luz','dormitorio_principal',85,0.139,'u1'
'secado','cocina',65,0.099,'u1'
'secado','cocina',76,0.15,'u1'
'luz','cocina',58,0.15,'u1'
'luz','dormitorio_secundario',45,0.139,'u1'
'planchado','salon',24,0.15,'u1'
'secado','salon',43,0.15,'u1'
'planchado','dormitorio_principal',64,0.099,'u1'
'calefaccion','salon',28,0.139,'u1'
'planchado','dormitorio_principal',66,0.099,'u1'
'luz','cocina',118,0.099,'u1'
'planchado','pasillo',48,0.15,'u1'
'secado','dormitorio_secundario',31,0.099,'u1'
'planchado','cocina',75,0.139,'u1'
'luz','pasillo',7,0.15,'u1'
'calefaccion','cocina',26,0.15,'u1'
'luz','dormitorio_secundario',44,0.15,'u1'
'planchado','salon',118,0.099,'u1'
'luz','salon',77,0.139,'u1'
'calefaccion','salon',40,0.139,'u1'
'calefaccion','dormitorio_principal',118,0.099,'u1'
'planchado','salon',28,0.15,'u1'
'planchado','cocina',35,0.139,'u1'
'planchado','pasillo',118,0.099,'u1'
'secado','pasillo',85,0.099,'u1'
'luz','pasillo',35,0.099,'u1'
'calefaccion','dormitorio_principal',22,0.099,'u1'
'secado','cocina',17,0.15,'u1'
'planchado','dormitorio_secundario',87,0.139,'u1'
'secado','dormitorio_principal',21,0.139,'u1'
'secado','dormitorio_principal',9,0.15,'u1'
'luz','dormitorio_secundario',30,0.139,'u1'
'secado','dormitorio_secundario',60,0.15,'u1'
'luz','dormitorio_secundario',6,0.15,'u1'
'secado','salon',55,0.099,'u1'
'planchado','cocina',23,0.099,'u1'
'calefaccion','dormitorio_secundario',3,0.15,'u1'
'secado','cocina',18,0.099,'u1'
'secado','pasillo',76,0.15,'u1'
'luz','cocina',7,0.15,'u1'
'planchado','dormitorio_principal',78,0.139,'u1'
'planchado','salon',100,0.139,'u1'
'luz','dormitorio_secundario',81,0.139,'u1'
'secado','salon',43,0.15,'u1'
'planchado','pasillo',50,0.15,'u1'
'secado','pasillo',77,0.099,'u1'
'calefaccion','dormitorio_secundario',101,0.15,'u1'
'planchado','salon',97,0.099,'u1'
'calefaccion','salon',101,0.139,'u1'
'planchado','salon',2,0.139,'u1'
'secado','cocina',69,0.15,'u1'
'secado','cocina',96,0.139,'u1'
'calefaccion','dormitorio_secundario',105,0.099,'u1'
'luz','dormitorio_principal',46,0.139,'u1'
'calefaccion','dormitorio_principal',12,0.139,'u1'
'luz','salon',4,0.15,'u1'
'calefaccion','dormitorio_principal',88,0.099,'u1'
'luz','salon',119,0.139,'u1'
'luz','dormitorio_secundario',88,0.139,'u1'
'secado','cocina',46,0.099,'u1'
'calefaccion','cocina',5,0.139,'u1'
'planchado','dormitorio_secundario',91,0.099,'u1'
'calefaccion','dormitorio_principal',96,0.15,'u1'
'secado','dormitorio_secundario',28,0.15,'u1'
'calefaccion','cocina',114,0.139,'u1'
'secado','dormitorio_principal',117,0.099,'u1'
'planchado','pasillo',31,0.15,'u1'
'luz','dormitorio_principal',28,0.099,'u1'
'secado','dormitorio_principal',34,0.099,'u1'
'luz','dormitorio_secundario',102,0.15,'u1'
'calefaccion','cocina',38,0.139,'u1'
'secado','cocina',30,0.15,'u1'
'luz','dormitorio_secundario',110,0.15,'u1'
'secado','dormitorio_secundario',16,0.099,'u1'
'planchado','dormitorio_principal',58,0.099,'u1'
'secado','salon',105,0.099,'u1'
'calefaccion','cocina',46,0.15,'u1'
'luz','pasillo',106,0.139,'u1'
'secado','dormitorio_secundario',26,0.099,'u1'
'planchado','pasillo',53,0.099,'u1'
'calefaccion','dormitorio_principal',26,0.15,'u1'
'secado','cocina',54,0.139,'u1'
'secado','pasillo',18,0.15,'u1'
'planchado','dormitorio_principal',22,0.099,'u1'
'calefaccion','cocina',3,0.15,'u1'
'secado','dormitorio_principal',60,0.139,'u1'
'planchado','salon',27,0.099,'u1'
'planchado','dormitorio_secundario',68,0.15,'u1'
'calefaccion','dormitorio_secundario',27,0.139,'u1'
'secado','dormitorio_secundario',11,0.099,'u1'
'luz','cocina',118,0.099,'u1'
'secado','dormitorio_secundario',41,0.139,'u1'
'calefaccion','pasillo',49,0.099,'u1'
'secado','pasillo',64,0.15,'u1'
'planchado','pasillo',24,0.139,'u1'
'planchado','salon',44,0.139,'u1'
'luz','pasillo',92,0.099,'u1'
'secado','pasillo',117,0.099,'u1'
'planchado','salon',117,0.099,'u1'
'luz','pasillo',115,0.139,'u1'
'luz','salon',9,0.139,'u1'
'planchado','dormitorio_secundario',24,0.15,'u1'
'planchado','salon',109,0.099,'u1'
'secado','dormitorio_principal',16,0.15,'u1'
'secado','dormitorio_secundario',84,0.15,'u1'
'calefaccion','pasillo',22,0.099,'u1'
'luz','salon',56,0.139,'u1'
'calefaccion','pasillo',15,0.139,'u1'
'planchado','salon',64,0.099,'u1'
'calefaccion','dormitorio_secundario',1,0.099,'u1'
'planchado','pasillo',76,0.139,'u1'
'luz','dormitorio_principal',16,0.139,'u1'
'luz','dormitorio_principal',53,0.139,'u1'
'planchado','dormitorio_secundario',5,0.139,'u1'
'planchado','salon',53,0.099,'u1'
'luz','salon',68,0.099,'u1'
'calefaccion','dormitorio_principal',2,0.139,'u1'
'planchado','salon',15,0.139,'u1'
'calefaccion','cocina',97,0.15,'u1'
'secado','dormitorio_secundario',97,0.139,'u1'
'secado','dormitorio_secundario',25,0.099,'u1'
'luz','salon',99,0.099,'u1'
'planchado','dormitorio_principal',116,0.139,'u1'
'secado','dormitorio_principal',28,0.139,'u1'
'calefaccion','pasillo',66,0.139,'u1'
'secado','salon',79,0.099,'u1'
'luz','dormitorio_secundario',114,0.15,'u1'
'planchado','cocina',77,0.15,'u1'
'planchado','dormitorio_secundario',10,0.15,'u1'
'luz','dormitorio_secundario',35,0.15,'u1'
'luz','cocina',45,0.15,'u1'
'secado','pasillo',104,0.099,'u1'
'luz','dormitorio_secundario',58,0.099,'u1'
'luz','dormitorio_secundario',63,0.099,'u1'
'luz','pasillo',51,0.15,'u1'
'luz','cocina',95,0.139,'u1'
'planchado','dormitorio_principal',44,0.139,'u1'
'secado','pasillo',38,0.15,'u1'
'calefaccion','salon',70,0.139,'u1'
'calefaccion','dormitorio_principal',41,0.139,'u1'
'secado','dormitorio_principal',116,0.139,'u1'
'planchado','pasillo',31,0.139,'u1'
'calefaccion','cocina',62,0.15,'u1'
'calefaccion','dormitorio_secundario',42,0.15,'u1'
'luz','dormitorio_secundario',24,0.099,'u1'
'planchado','pasillo',63,0.099,'u1'
'luz','dormitorio_principal',73,0.139,'u1'
'secado','dormitorio_principal',82,0.139,'u1'
'secado','pasillo',82,0.139,'u1'
'secado','salon',64,0.15,'u1'
'planchado','dormitorio_secundario',44,0.15,'u1'
'secado','salon',110,0.139,'u1'
'calefaccion','cocina',24,0.139,'u1'
'planchado','pasillo',40,0.139,'u1'
'secado','pasillo',51,0.099,'u1'
'calefaccion','dormitorio_principal',3,0.139,'u1'
'luz','dormitorio_principal',101,0.15,'u1'
'luz','dormitorio_principal',42,0.099,'u1'
'planchado','salon',53,0.099,'u1'
'planchado','cocina',100,0.15,'u1'
'calefaccion','pasillo',24,0.15,'u1'
'secado','dormitorio_secundario',5,0.099,'u1'
'luz','pasillo',105,0.15,'u1'
'luz','dormitorio_principal',65,0.099,'u1'
'calefaccion','dormitorio_principal',95,0.15,'u1'
'secado','pasillo',93,0.139,'u1'
'calefaccion','pasillo',118,0.139,'u1'
'secado','dormitorio_secundario',16,0.139,'u1'
'calefaccion','cocina',81,0.15,'u1'
'luz','dormitorio_secundario',17,0.099,'u1'
'secado','salon',14,0.15,'u1'
'luz','cocina',69,0.099,'u1'
'secado','pasillo',120,0.099,'u1'
'planchado','dormitorio_secundario',110,0.139,'u1'
'luz','dormitorio_secundario',57,0.139,'u1'
'calefaccion','dormitorio_principal',92,0.139,'u1'
'planchado','cocina',57,0.139,'u1'
'secado','salon',107,0.139,'u1'
'luz','cocina',8,0.099,'u1'
'luz','cocina',49,0.15,'u1'
'secado','cocina',106,0.15,'u1'
'luz','dormitorio_principal',49,0.099,'u1'
'calefaccion','dormitorio_secundario',73,0.139,'u1'
'calefaccion','salon',39,0.139,'u1'
'planchado','cocina',7,0.139,'u1'
'luz','dormitorio_principal',62,0.139,'u1'
'luz','dormitorio_secundario',80,0.15,'u1'
'planchado','cocina',84,0.15,'u1'
'luz','salon',62,0.139,'u1'
'secado','salon',108,0.15,'u1'
'secado','dormitorio_principal',16,0.139,'u1'
'planchado','salon',96,0.15,'u1'
'luz','dormitorio_secundario',51,0.139,'u1'
'calefaccion','dormitorio_principal',22,0.099,'u1'
'luz','pasillo',110,0.099,'u1'
'secado','salon',58,0.15,'u1'
'calefaccion','cocina',66,0.139,'u1'
'luz','cocina',114,0.15,'u1'
'luz','dormitorio_secundario',108,0.139,'u1'
'planchado','dormitorio_principal',98,0.15,'u1'
'planchado','cocina',55,0.139,'u1'
'luz','dormitorio_secundario',1,0.15,'u1'
'secado','cocina',33,0.15,'u1'
'luz','cocina',14,0.099,'u1'
'luz','dormitorio_secundario',87,0.15,'u1'
'planchado','salon',23,0.099,'u1'
'luz','pasillo',2,0.15,'u1'
'calefaccion','cocina',23,0.15,'u1'
'planchado','pasillo',64,0.139,'u1'
'calefaccion','pasillo',56,0.099,'u1'
'secado','cocina',106,0.099,'u1'
'calefaccion','pasillo',96,0.099,'u1'
'secado','cocina',43,0.139,'u1'
'secado','dormitorio_secundario',93,0.15,'u1'
'luz','pasillo',11,0.099,'u1'
'luz','pasillo',23,0.099,'u1'
'secado','salon',92,0.15,'u1'
'luz','dormitorio_principal',68,0.139,'u1'
'calefaccion','salon',89,0.15,'u1'
'calefaccion','dormitorio_principal',7,0.139,'u1'
'secado','pasillo',75,0.15,'u1'
'planchado','dormitorio_principal',65,0.099,'u1'
'calefaccion','salon',2,0.139,'u1'
'luz','dormitorio_secundario',5,0.099,'u1'
'luz','dormitorio_secundario',72,0.15,'u1'
'planchado','cocina',33,0.139,'u1'
'calefaccion','dormitorio_principal',46,0.15,'u1'
'planchado','pasillo',32,0.139,'u1'
'planchado','salon',41,0.099,'u1'
'planchado','salon',117,0.099,'u1'
'secado','dormitorio_principal',33,0.15,'u1'
'planchado','pasillo',37,0.139,'u1'
'calefaccion','dormitorio_secundario',5,0.139,'u1'
'planchado','dormitorio_principal',68,0.15,'u1'
'luz','dormitorio_secundario',100,0.139,'u1'
'luz','salon',73,0.15,'u1'
'secado','dormitorio_secundario',15,0.139,'u1'
'planchado','salon',14,0.15,'u1'
'calefaccion','dormitorio_principal',15,0.139,'u1'
'planchado','pasillo',19,0.099,'u1'
'luz','dormitorio_secundario',99,0.15,'u1'
'calefaccion','dormitorio_secundario',56,0.15,'u1'
'secado','cocina',70,0.15,'u1'
'luz','cocina',3,0.139,'u1'
'luz','pasillo',95,0.139,'u1'
'luz','pasillo',43,0.15,'u1'
'calefaccion','dormitorio_principal',29,0.099,'u1'
'luz','salon',58,0.139,'u1'
'secado','cocina',86,0.139,'u1'
'calefaccion','pasillo',69,0.139,'u1'
'planchado','dormitorio_secundario',2,0.139,'u1'
'calefaccion','pasillo',92,0.139,'u1'
'luz','dormitorio_principal',63,0.139,'u1'
'planchado','dormitorio_principal',4,0.15,'u1'
'calefaccion','salon',82,0.139,'u1'
'secado','salon',42,0.15,'u1'
'secado','pasillo',63,0.139,'u1'
'luz','cocina',5,0.139,'u1'
'luz','cocina',25,0.15,'u1'
'luz','cocina',58,0.15,'u1'
'calefaccion','dormitorio_secundario',21,0.15,'u1'
'luz','pasillo',35,0.139,'u1'
'calefaccion','dormitorio_secundario',2,0.139,'u1'
'luz','salon',14,0.15,'u1'
'secado','dormitorio_secundario',16,0.139,'u1'
'secado','dormitorio_principal',45,0.15,'u1'
'calefaccion','dormitorio_principal',94,0.139,'u1'
'secado','cocina',56,0.15,'u1'
'luz','dormitorio_principal',56,0.139,'u1'
'luz','salon',12,0.099,'u1'
'planchado','dormitorio_principal',36,0.139,'u1'
'luz','dormitorio_secundario',38,0.139,'u1'
'secado','cocina',10,0.139,'u1'
'secado','dormitorio_principal',82,0.15,'u1'
'calefaccion','dormitorio_secundario',72,0.099,'u1'
'luz','dormitorio_principal',54,0.15,'u1'
'luz','pasillo',31,0.15,'u1'
'planchado','pasillo',71,0.139,'u1'
'planchado','dormitorio_principal',42,0.139,'u1'
'planchado','dormitorio_secundario',106,0.139,'u1'
'secado','salon',77,0.15,'u1'
'calefaccion','dormitorio_principal',82,0.099,'u1'
'calefaccion','pasillo',23,0.15,'u1'
'calefaccion','salon',67,0.139,'u1'
'secado','salon',108,0.139,'u1'
'secado','cocina',17,0.099,'u1'
'calefaccion','cocina',118,0.139,'u1'
'planchado','pasillo',77,0.099,'u1'
'calefaccion','cocina',84,0.099,'u1'
'secado','salon',101,0.15,'u1'
'luz','pasillo',39,0.099,'u1'
'luz','pasillo',1,0.139,'u1'
'luz','dormitorio_principal',52,0.139,'u1'
'luz','salon',100,0.139,'u1'
'planchado','dormitorio_secundario',94,0.099,'u1'
'planchado','cocina',6,0.139,'u1'
'luz','dormitorio_principal',12,0.099,'u1'
'planchado','dormitorio_principal',80,0.099,'u1'
'secado','salon',37,0.139,'u1'
'calefaccion','dormitorio_principal',34,0.15,'u1'
'calefaccion','pasillo',59,0.15,'u1'
'planchado','salon',77,0.139,'u1'
'luz','salon',79,0.15,'u1'
'planchado','pasillo',53,0.15,'u1'
'luz','pasillo',38,0.139,'u1'
'planchado','pasillo',105,0.099,'u1'
'luz','cocina',7,0.139,'u1'
'luz','dormitorio_secundario',86,0.139,'u1'
'planchado','cocina',69,0.15,'u1'
'planchado','dormitorio_principal',91,0.15,'u1'
'calefaccion','salon',75,0.099,'u1'
'luz','cocina',51,0.15,'u1'
'planchado','dormitorio_secundario',56,0.15,'u1'
'luz','dormitorio_principal',97,0.099,'u1'
'planchado','cocina',66,0.15,'u1'
'secado','salon',51,0.15,'u1'
'luz','dormitorio_secundario',44,0.139,'u1'
'calefaccion','dormitorio_secundario',111,0.15,'u1'
'secado','pasillo',120,0.15,'u1'
'secado','dormitorio_secundario',24,0.099,'u1'
'planchado','dormitorio_secundario',30,0.099,'u1'
'calefaccion','dormitorio_secundario',74,0.099,'u1'
'calefaccion','dormitorio_secundario',80,0.099,'u1'
'secado','dormitorio_principal',111,0.15,'u1'
'secado','salon',97,0.15,'u1'
'calefaccion','cocina',69,0.099,'u1'
'secado','dormitorio_secundario',18,0.139,'u1'
'planchado','salon',117,0.099,'u1'
'luz','dormitorio_principal',118,0.099,'u1'
'secado','dormitorio_principal',109,0.139,'u1'
'planchado','cocina',7,0.099,'u1'
'calefaccion','pasillo',61,0.139,'u1'
'calefaccion','dormitorio_secundario',74,0.139,'u1'
'calefaccion','dormitorio_principal',117,0.15,'u1'
'secado','cocina',39,0.15,'u1'
'luz','dormitorio_principal',57,0.099,'u1'
'luz','salon',76,0.099,'u1'
'planchado','salon',6,0.099,'u1'
'secado','cocina',29,0.15,'u1'
'calefaccion','dormitorio_secundario',65,0.139,'u1'
'secado','cocina',70,0.099,'u1'
'planchado','dormitorio_secundario',17,0.15,'u1'
'luz','salon',22,0.139,'u1'
'calefaccion','cocina',8,0.139,'u1'
'luz','pasillo',36,0.139,'u1'
'secado','salon',81,0.139,'u1'
'planchado','salon',105,0.099,'u1'
'planchado','pasillo',105,0.139,'u1'
'luz','dormitorio_principal',59,0.099,'u1'
'secado','dormitorio_principal',36,0.139,'u1'
'secado','dormitorio_secundario',97,0.15,'u1'
'luz','pasillo',84,0.139,'u1'
'secado','dormitorio_secundario',44,0.139,'u1'
'planchado','dormitorio_principal',8,0.139,'u1'
'secado','dormitorio_principal',26,0.139,'u1'
'calefaccion','cocina',80,0.139,'u1'
'calefaccion','salon',6,0.15,'u1'
'calefaccion','dormitorio_principal',72,0.139,'u1'
'planchado','pasillo',86,0.139,'u1'
'luz','pasillo',27,0.15,'u1'
'secado','dormitorio_principal',117,0.15,'u1'
'planchado','cocina',20,0.15,'u1'
'luz','dormitorio_principal',55,0.139,'u1'
'planchado','cocina',26,0.15,'u1'
'luz','pasillo',113,0.139,'u1'
'calefaccion','cocina',86,0.15,'u1'
'luz','pasillo',107,0.099,'u1'
'planchado','pasillo',93,0.099,'u1'
'calefaccion','dormitorio_secundario',109,0.099,'u1'
'secado','dormitorio_principal',9,0.099,'u1'
'secado','pasillo',53,0.139,'u1'
'calefaccion','pasillo',82,0.099,'u1'
'luz','salon',107,0.15,'u1'
'luz','salon',68,0.15,'u1'
'planchado','salon',112,0.15,'u1'
'calefaccion','pasillo',78,0.15,'u1'
'luz','dormitorio_principal',66,0.099,'u1'
'secado','dormitorio_principal',78,0.15,'u1'
'calefaccion','dormitorio_secundario',92,0.099,'u1'
'luz','dormitorio_secundario',95,0.15,'u1'
'secado','dormitorio_secundario',83,0.099,'u1'
'calefaccion','salon',104,0.15,'u1'
'luz','dormitorio_secundario',95,0.099,'u1'
'planchado','dormitorio_secundario',19,0.139,'u1'
'secado','pasillo',117,0.099,'u1'
'luz','cocina',108,0.099,'u1'
'secado','dormitorio_secundario',76,0.15,'u1'
'luz','pasillo',48,0.099,'u1'
'planchado','salon',63,0.15,'u1'
'secado','dormitorio_secundario',1,0.15,'u1'
'planchado','dormitorio_secundario',8,0.15,'u1'
'planchado','dormitorio_secundario',82,0.15,'u1'
'luz','dormitorio_secundario',114,0.15,'u1'
'luz','dormitorio_principal',61,0.15,'u1'
'calefaccion','salon',106,0.099,'u1'
'calefaccion','salon',98,0.099,'u1'
'luz','cocina',88,0.15,'u1'
'planchado','pasillo',82,0.099,'u1'
'planchado','pasillo',71,0.15,'u1'
'planchado','pasillo',27,0.139,'u1'
'calefaccion','salon',60,0.139,'u1'
'secado','dormitorio_principal',119,0.15,'u1'
'secado','cocina',72,0.099,'u1'
'planchado','dormitorio_secundario',61,0.15,'u1'
'calefaccion','cocina',21,0.139,'u1'
'calefaccion','salon',61,0.139,'u1'
'planchado','salon',72,0.15,'u1'
'secado','salon',2,0.099,'u1'
'secado','dormitorio_principal',50,0.099,'u1'
'secado','salon',67,0.139,'u1'
'planchado','dormitorio_secundario',81,0.139,'u1'
'planchado','dormitorio_principal',87,0.139,'u1'
'calefaccion','salon',70,0.099,'u1'
'luz','dormitorio_principal',3,0.099,'u1'
'secado','salon',105,0.139,'u1'
'planchado','salon',61,0.139,'u1'
'secado','cocina',47,0.099,'u1'
'luz','pasillo',72,0.139,'u1'
'planchado','pasillo',36,0.15,'u1'
'planchado','dormitorio_secundario',49,0.139,'u1'
'luz','dormitorio_principal',58,0.099,'u1'
'calefaccion','cocina',34,0.099,'u1'
'secado','pasillo',85,0.15,'u1'
'calefaccion','salon',12,0.099,'u1'
'planchado','pasillo',55,0.15,'u1'
'planchado','dormitorio_secundario',58,0.139,'u1'
'planchado','cocina',94,0.099,'u1'
'planchado','cocina',93,0.15,'u1'
'luz','salon',101,0.139,'u1'
'planchado','salon',61,0.099,'u1'
'luz','pasillo',113,0.15,'u1'
'calefaccion','salon',96,0.15,'u1'
'planchado','salon',69,0.139,'u1'
'calefaccion','dormitorio_secundario',12,0.099,'u1'
'secado','salon',76,0.15,'u1'
'luz','dormitorio_secundario',74,0.099,'u1'
'secado','salon',36,0.099,'u1'
'calefaccion','salon',15,0.099,'u1'
'planchado','dormitorio_secundario',44,0.139,'u1'
'secado','dormitorio_secundario',118,0.099,'u1'
'luz','dormitorio_principal',111,0.15,'u1'
'planchado','pasillo',71,0.099,'u1'
'secado','cocina',75,0.15,'u1'
'planchado','pasillo',11,0.15,'u1'
'secado','cocina',59,0.139,'u1'
'secado','dormitorio_secundario',14,0.139,'u1'
'luz','salon',3,0.15,'u1'
'luz','dormitorio_principal',63,0.139,'u1'
'planchado','cocina',41,0.15,'u1'
'calefaccion','dormitorio_principal',113,0.099,'u1'
'calefaccion','dormitorio_principal',107,0.139,'u1'
'luz','dormitorio_principal',41,0.15,'u1'
'secado','salon',117,0.099,'u1'
'planchado','dormitorio_secundario',41,0.139,'u1'
'secado','pasillo',84,0.139,'u1'
'luz','pasillo',26,0.099,'u1'
'secado','dormitorio_principal',103,0.139,'u1'
'luz','salon',114,0.099,'u1'
